Station,Lat,Lon,Timestamp,CO,NO,NO2,O3,SO2,PM2_5,PM10,NH3,AQI,Type
Indore - Vijay Nagar,22.735,75.88,2025-11-27 01:00:00,368.04,0.0,4.24,51.04,3.2,130.32,138.37,3.67,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 02:00:00,388.97,0.0,5.23,48.87,3.59,134.15,143.21,3.88,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 03:00:00,399.95,0.14,5.88,53.59,4.95,138.52,148.19,3.19,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 04:00:00,384.11,0.38,4.86,71.05,7.71,143.64,153.09,0.87,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 05:00:00,385.22,0.54,4.49,80.44,8.78,146.22,155.88,0.48,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 06:00:00,381.23,0.48,3.86,97.25,11.23,151.12,160.84,0.06,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 07:00:00,315.15,0.24,2.65,137.8,18.4,142.22,150.27,0.0,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 08:00:00,277.38,0.14,1.84,144.18,16.12,127.63,134.32,0.0,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 09:00:00,266.9,0.1,1.78,143.63,14.93,122.14,128.46,0.0,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 10:00:00,271.69,0.1,2.33,140.64,14.19,122.43,128.9,0.0,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 11:00:00,284.03,0.08,3.62,134.06,13.35,124.64,131.55,0.0,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 12:00:00,300.75,0.02,5.31,127.46,12.88,127.6,135.06,0.0,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 13:00:00,329.03,0.0,7.03,116.12,11.74,131.86,140.26,0.29,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 14:00:00,368.38,0.0,8.49,102.7,10.03,137.58,147.55,2.09,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 15:00:00,403.3,0.0,8.86,92.44,8.53,143.1,154.5,3.6,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 16:00:00,420.68,0.0,8.23,83.68,7.06,145.84,157.82,4.45,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 17:00:00,428.16,0.0,7.29,78.79,5.89,148.94,160.7,4.42,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 18:00:00,424.43,0.0,6.25,78.33,5.35,151.76,162.51,3.95,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 19:00:00,404.21,0.0,4.73,83.04,5.59,152.61,161.91,2.65,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 20:00:00,390.65,0.0,3.56,84.73,5.28,152.33,160.79,2.27,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 21:00:00,378.76,0.0,2.7,86.65,5.04,148.3,156.16,2.23,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 22:00:00,365.96,0.0,2.14,88.46,4.83,139.68,146.95,2.31,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-27 23:00:00,357.7,0.0,1.89,87.74,4.36,130.34,137.01,2.64,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 00:00:00,350.79,0.0,1.83,85.91,4.03,120.98,127.17,2.85,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 01:00:00,346.94,0.0,2.07,83.03,3.99,110.96,116.94,3.04,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 02:00:00,352.02,0.0,2.81,81.25,4.52,101.94,108.26,3.38,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 03:00:00,354.35,0.06,3.57,82.48,5.51,93.48,100.04,3.53,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 04:00:00,346.79,0.23,3.48,87.22,6.58,85.57,92.06,3.37,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 05:00:00,343.44,0.35,3.1,91.76,6.91,81.1,87.64,3.46,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 06:00:00,339.09,0.32,2.51,101.16,7.34,79.11,85.59,3.42,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 07:00:00,293.77,0.18,1.62,125.47,9.52,76.95,82.52,0.56,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 08:00:00,272.85,0.12,1.15,132.55,8.3,78.67,83.75,0.0,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 09:00:00,263.26,0.09,1.05,133.27,6.78,75.79,80.42,0.0,5,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 10:00:00,263.11,0.09,1.35,131.9,5.74,73.67,78.09,0.0,4,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 11:00:00,268.85,0.08,2.05,126.72,5.15,72.49,76.93,0.2,4,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 12:00:00,276.8,0.02,3.0,120.93,4.83,71.25,75.79,0.96,4,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 13:00:00,292.8,0.0,4.2,110.76,4.46,70.01,74.95,2.39,4,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 14:00:00,321.35,0.0,5.51,99.09,4.06,69.94,75.8,4.15,4,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 15:00:00,346.39,0.0,6.15,89.73,3.68,70.02,76.79,5.41,4,Historical
Indore - Vijay Nagar,22.735,75.88,2025-11-28 16:00:00,356.25,0.0,5.99,82.91,3.3,68.46,75.58,6.03,4,Historical
Indore - AB Road,22.726,75.889,2025-11-23 17:00:00,354.18,0.0,6.49,66.81,4.31,89.99,99.76,8.85,5,Historical
Indore - AB Road,22.726,75.889,2025-11-23 18:00:00,356.04,0.0,6.05,61.95,3.3,89.99,99.41,7.97,5,Historical
Indore - AB Road,22.726,75.889,2025-11-23 19:00:00,347.31,0.0,5.36,59.3,2.53,89.24,97.77,6.88,5,Historical
Indore - AB Road,22.726,75.889,2025-11-23 20:00:00,343.63,0.0,4.76,57.32,2.09,89.12,97.17,6.1,5,Historical
Indore - AB Road,22.726,75.889,2025-11-23 21:00:00,343.0,0.0,4.29,54.61,1.73,89.29,97.07,5.49,5,Historical
Indore - AB Road,22.726,75.889,2025-11-23 22:00:00,342.75,0.0,3.94,51.43,1.45,89.54,97.14,5.05,5,Historical
Indore - AB Road,22.726,75.889,2025-11-23 23:00:00,345.95,0.0,3.76,48.02,1.27,90.25,97.85,5.03,5,Historical
Indore - AB Road,22.726,75.889,2025-11-24 00:00:00,351.89,0.0,3.85,44.09,1.16,90.93,98.7,5.33,5,Historical
Indore - AB Road,22.726,75.889,2025-11-24 01:00:00,365.05,0.0,4.41,39.44,1.2,91.31,99.57,5.53,5,Historical
Indore - AB Road,22.726,75.889,2025-11-24 02:00:00,390.19,0.01,5.79,34.66,1.4,92.44,101.71,5.44,5,Historical
Indore - AB Road,22.726,75.889,2025-11-24 03:00:00,409.15,0.33,6.74,34.09,1.63,93.49,103.3,5.38,5,Historical
Indore - AB Road,22.726,75.889,2025-11-24 04:00:00,346.91,0.47,4.47,60.82,3.09,93.1,100.59,2.65,5,Historical
Indore - AB Road,22.726,75.889,2025-11-24 05:00:00,335.59,0.57,3.98,69.37,3.72,93.38,100.64,2.04,5,Historical
Indore - AB Road,22.726,75.889,2025-11-24 06:00:00,320.65,0.46,3.38,82.31,4.86,95.3,102.21,1.62,5,Historical
Indore - AB Road,22.726,75.889,2025-11-24 07:00:00,252.26,0.2,2.14,117.11,7.84,78.13,82.49,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-24 08:00:00,237.09,0.11,1.35,120.93,5.73,63.67,66.9,0.0,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 09:00:00,234.54,0.09,1.24,120.28,4.87,57.53,60.41,0.0,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 10:00:00,247.85,0.11,2.08,114.73,4.49,58.71,61.95,0.2,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 11:00:00,272.03,0.09,3.89,103.77,4.17,62.13,66.19,1.84,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 12:00:00,298.45,0.02,5.99,93.85,3.89,64.23,69.06,3.52,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 13:00:00,327.43,0.0,7.59,84.83,3.65,65.66,71.56,5.23,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 14:00:00,359.78,0.0,8.55,75.22,3.28,67.32,74.62,6.61,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 15:00:00,387.32,0.0,8.74,66.83,2.87,68.71,76.91,6.79,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 16:00:00,395.25,0.0,8.1,60.63,2.48,68.38,76.7,6.01,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 17:00:00,398.66,0.0,7.4,56.77,2.17,68.24,76.55,5.51,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 18:00:00,390.51,0.0,6.52,56.43,1.92,67.4,75.12,4.75,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 19:00:00,352.1,0.0,4.74,65.77,2.06,64.93,71.2,3.47,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 20:00:00,342.41,0.0,4.05,63.25,1.73,64.5,70.42,3.16,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 21:00:00,340.21,0.0,3.64,59.05,1.45,64.97,70.77,2.96,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 22:00:00,340.16,0.0,3.32,54.93,1.22,66.04,71.77,2.8,4,Historical
Indore - AB Road,22.726,75.889,2025-11-24 23:00:00,341.22,0.0,3.13,50.81,1.02,67.74,73.47,2.76,4,Historical
Indore - AB Road,22.726,75.889,2025-11-25 00:00:00,346.39,0.0,3.15,46.36,0.88,69.73,75.57,2.81,4,Historical
Indore - AB Road,22.726,75.889,2025-11-25 01:00:00,355.98,0.0,3.64,41.85,0.91,71.82,78.14,2.97,4,Historical
Indore - AB Road,22.726,75.889,2025-11-25 02:00:00,377.47,0.01,4.99,38.03,1.2,74.57,81.98,3.47,4,Historical
Indore - AB Road,22.726,75.889,2025-11-25 03:00:00,388.67,0.29,5.86,39.34,1.59,77.73,85.74,3.84,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 04:00:00,333.25,0.49,4.24,63.83,3.36,84.14,90.97,1.67,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 05:00:00,324.96,0.6,3.92,73.7,4.48,87.95,94.89,1.08,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 06:00:00,316.41,0.47,3.37,89.59,6.32,93.83,100.8,0.47,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 07:00:00,255.78,0.22,2.23,125.42,10.21,94.03,99.47,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 08:00:00,227.86,0.13,1.52,131.69,8.61,83.89,88.18,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 09:00:00,220.77,0.1,1.47,132.2,8.02,78.45,82.3,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 10:00:00,222.79,0.09,1.85,131.98,7.89,76.86,80.69,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 11:00:00,228.93,0.08,2.77,129.15,7.91,77.6,81.66,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 12:00:00,237.42,0.02,3.98,126.17,8.09,78.87,83.24,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 13:00:00,263.26,0.0,5.87,114.55,7.5,82.33,87.77,0.54,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 14:00:00,303.77,0.0,7.79,100.45,6.82,86.4,93.71,3.26,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 15:00:00,340.16,0.0,8.65,91.17,6.71,89.81,98.8,6.06,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 16:00:00,363.49,0.0,8.57,83.4,6.51,91.89,101.95,8.02,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 17:00:00,383.44,0.0,8.18,74.32,5.4,94.8,105.38,8.52,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 18:00:00,394.66,0.0,7.75,65.56,3.86,97.9,108.22,7.95,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 19:00:00,392.76,0.0,6.95,58.1,2.61,100.15,109.48,6.4,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 20:00:00,392.35,0.0,6.04,53.15,1.98,103.4,112.21,5.14,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 21:00:00,391.59,0.0,5.19,50.16,1.68,107.24,115.69,4.22,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 22:00:00,387.3,0.0,4.42,49.19,1.67,110.92,119.08,3.58,5,Historical
Indore - AB Road,22.726,75.889,2025-11-25 23:00:00,383.23,0.0,3.86,49.72,1.77,115.06,123.0,3.2,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 00:00:00,383.27,0.0,3.63,49.92,1.87,119.27,127.13,3.01,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 01:00:00,386.94,0.0,3.89,49.35,2.09,122.71,130.85,3.06,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 02:00:00,401.77,0.0,4.96,49.21,2.75,125.93,134.92,3.52,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 03:00:00,403.91,0.14,5.63,53.93,3.9,128.12,137.42,3.49,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 04:00:00,380.73,0.41,4.79,68.45,5.77,129.4,138.15,2.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 05:00:00,372.91,0.6,4.42,78.24,6.79,130.57,139.33,1.6,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 06:00:00,358.42,0.51,3.71,96.08,9.09,133.7,142.25,0.67,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 07:00:00,272.38,0.23,2.19,131.4,13.44,119.13,125.52,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 08:00:00,234.78,0.13,1.49,134.45,10.95,102.97,108.05,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 09:00:00,222.57,0.11,1.49,133.76,10.07,96.44,101.1,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 10:00:00,221.62,0.09,1.87,133.69,9.89,95.16,99.79,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 11:00:00,225.89,0.05,2.71,131.51,9.92,96.04,100.84,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 12:00:00,232.01,0.01,3.74,128.46,10.07,96.85,101.86,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 13:00:00,251.2,0.0,5.36,118.58,9.33,98.96,104.69,0.11,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 14:00:00,284.78,0.0,7.04,105.76,8.16,102.26,109.41,1.52,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 15:00:00,313.83,0.0,7.75,96.03,7.4,105.13,113.64,3.15,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 16:00:00,332.55,0.0,7.78,87.43,6.75,106.27,115.75,4.81,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 17:00:00,350.47,0.0,7.67,79.17,5.75,108.03,118.23,5.79,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 18:00:00,358.27,0.0,7.39,71.32,4.64,109.28,119.43,6.22,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 19:00:00,353.03,0.0,6.63,64.79,3.79,109.44,118.71,6.07,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 20:00:00,347.62,0.0,5.64,61.76,3.64,110.72,119.16,5.61,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 21:00:00,342.88,0.0,4.75,62.41,4.26,113.68,121.47,4.6,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 22:00:00,339.62,0.0,4.07,65.43,5.48,118.97,126.44,3.17,5,Historical
Indore - AB Road,22.726,75.889,2025-11-26 23:00:00,347.05,0.0,3.84,61.44,4.71,123.53,130.97,3.24,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 00:00:00,357.25,0.0,3.86,56.08,3.74,127.51,135.1,3.46,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 01:00:00,368.04,0.0,4.24,51.04,3.2,130.32,138.37,3.67,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 02:00:00,388.97,0.0,5.23,48.87,3.59,134.15,143.21,3.88,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 03:00:00,399.95,0.14,5.88,53.59,4.95,138.52,148.19,3.19,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 04:00:00,384.11,0.38,4.86,71.05,7.71,143.64,153.09,0.87,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 05:00:00,385.22,0.54,4.49,80.44,8.78,146.22,155.88,0.48,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 06:00:00,381.23,0.48,3.86,97.25,11.23,151.12,160.84,0.06,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 07:00:00,315.15,0.24,2.65,137.8,18.4,142.22,150.27,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 08:00:00,277.38,0.14,1.84,144.18,16.12,127.63,134.32,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 09:00:00,266.9,0.1,1.78,143.63,14.93,122.14,128.46,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 10:00:00,271.69,0.1,2.33,140.64,14.19,122.43,128.9,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 11:00:00,284.03,0.08,3.62,134.06,13.35,124.64,131.55,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 12:00:00,300.75,0.02,5.31,127.46,12.88,127.6,135.06,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 13:00:00,329.03,0.0,7.03,116.12,11.74,131.86,140.26,0.29,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 14:00:00,368.38,0.0,8.49,102.7,10.03,137.58,147.55,2.09,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 15:00:00,403.3,0.0,8.86,92.44,8.53,143.1,154.5,3.6,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 16:00:00,420.68,0.0,8.23,83.68,7.06,145.84,157.82,4.45,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 17:00:00,428.16,0.0,7.29,78.79,5.89,148.94,160.7,4.42,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 18:00:00,424.43,0.0,6.25,78.33,5.35,151.76,162.51,3.95,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 19:00:00,404.21,0.0,4.73,83.04,5.59,152.61,161.91,2.65,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 20:00:00,390.65,0.0,3.56,84.73,5.28,152.33,160.79,2.27,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 21:00:00,378.76,0.0,2.7,86.65,5.04,148.3,156.16,2.23,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 22:00:00,365.96,0.0,2.14,88.46,4.83,139.68,146.95,2.31,5,Historical
Indore - AB Road,22.726,75.889,2025-11-27 23:00:00,357.7,0.0,1.89,87.74,4.36,130.34,137.01,2.64,5,Historical
Indore - AB Road,22.726,75.889,2025-11-28 00:00:00,350.79,0.0,1.83,85.91,4.03,120.98,127.17,2.85,5,Historical
Indore - AB Road,22.726,75.889,2025-11-28 01:00:00,346.94,0.0,2.07,83.03,3.99,110.96,116.94,3.04,5,Historical
Indore - AB Road,22.726,75.889,2025-11-28 02:00:00,352.02,0.0,2.81,81.25,4.52,101.94,108.26,3.38,5,Historical
Indore - AB Road,22.726,75.889,2025-11-28 03:00:00,354.35,0.06,3.57,82.48,5.51,93.48,100.04,3.53,5,Historical
Indore - AB Road,22.726,75.889,2025-11-28 04:00:00,346.79,0.23,3.48,87.22,6.58,85.57,92.06,3.37,5,Historical
Indore - AB Road,22.726,75.889,2025-11-28 05:00:00,343.44,0.35,3.1,91.76,6.91,81.1,87.64,3.46,5,Historical
Indore - AB Road,22.726,75.889,2025-11-28 06:00:00,339.09,0.32,2.51,101.16,7.34,79.11,85.59,3.42,5,Historical
Indore - AB Road,22.726,75.889,2025-11-28 07:00:00,293.77,0.18,1.62,125.47,9.52,76.95,82.52,0.56,5,Historical
Indore - AB Road,22.726,75.889,2025-11-28 08:00:00,272.85,0.12,1.15,132.55,8.3,78.67,83.75,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-28 09:00:00,263.26,0.09,1.05,133.27,6.78,75.79,80.42,0.0,5,Historical
Indore - AB Road,22.726,75.889,2025-11-28 10:00:00,263.11,0.09,1.35,131.9,5.74,73.67,78.09,0.0,4,Historical
Indore - AB Road,22.726,75.889,2025-11-28 11:00:00,268.85,0.08,2.05,126.72,5.15,72.49,76.93,0.2,4,Historical
Indore - AB Road,22.726,75.889,2025-11-28 12:00:00,276.8,0.02,3.0,120.93,4.83,71.25,75.79,0.96,4,Historical
Indore - AB Road,22.726,75.889,2025-11-28 13:00:00,292.8,0.0,4.2,110.76,4.46,70.01,74.95,2.39,4,Historical
Indore - AB Road,22.726,75.889,2025-11-28 14:00:00,321.35,0.0,5.51,99.09,4.06,69.94,75.8,4.15,4,Historical
Indore - AB Road,22.726,75.889,2025-11-28 15:00:00,346.39,0.0,6.15,89.73,3.68,70.02,76.79,5.41,4,Historical
Indore - AB Road,22.726,75.889,2025-11-28 16:00:00,356.25,0.0,5.99,82.91,3.3,68.46,75.58,6.03,4,Historical
Indore - Rau,22.74,75.83,2025-11-23 17:00:00,354.18,0.0,6.49,66.81,4.31,89.99,99.76,8.85,5,Historical
Indore - Rau,22.74,75.83,2025-11-23 18:00:00,356.04,0.0,6.05,61.95,3.3,89.99,99.41,7.97,5,Historical
Indore - Rau,22.74,75.83,2025-11-23 19:00:00,347.31,0.0,5.36,59.3,2.53,89.24,97.77,6.88,5,Historical
Indore - Rau,22.74,75.83,2025-11-23 20:00:00,343.63,0.0,4.76,57.32,2.09,89.12,97.17,6.1,5,Historical
Indore - Rau,22.74,75.83,2025-11-23 21:00:00,343.0,0.0,4.29,54.61,1.73,89.29,97.07,5.49,5,Historical
Indore - Rau,22.74,75.83,2025-11-23 22:00:00,342.75,0.0,3.94,51.43,1.45,89.54,97.14,5.05,5,Historical
Indore - Rau,22.74,75.83,2025-11-23 23:00:00,345.95,0.0,3.76,48.02,1.27,90.25,97.85,5.03,5,Historical
Indore - Rau,22.74,75.83,2025-11-24 00:00:00,351.89,0.0,3.85,44.09,1.16,90.93,98.7,5.33,5,Historical
Indore - Rau,22.74,75.83,2025-11-24 01:00:00,365.05,0.0,4.41,39.44,1.2,91.31,99.57,5.53,5,Historical
Indore - Rau,22.74,75.83,2025-11-24 02:00:00,390.19,0.01,5.79,34.66,1.4,92.44,101.71,5.44,5,Historical
Indore - Rau,22.74,75.83,2025-11-24 03:00:00,409.15,0.33,6.74,34.09,1.63,93.49,103.3,5.38,5,Historical
Indore - Rau,22.74,75.83,2025-11-24 04:00:00,346.91,0.47,4.47,60.82,3.09,93.1,100.59,2.65,5,Historical
Indore - Rau,22.74,75.83,2025-11-24 05:00:00,335.59,0.57,3.98,69.37,3.72,93.38,100.64,2.04,5,Historical
Indore - Rau,22.74,75.83,2025-11-24 06:00:00,320.65,0.46,3.38,82.31,4.86,95.3,102.21,1.62,5,Historical
Indore - Rau,22.74,75.83,2025-11-24 07:00:00,252.26,0.2,2.14,117.11,7.84,78.13,82.49,0.0,5,Historical
Indore - Rau,22.74,75.83,2025-11-24 08:00:00,237.09,0.11,1.35,120.93,5.73,63.67,66.9,0.0,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 09:00:00,234.54,0.09,1.24,120.28,4.87,57.53,60.41,0.0,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 10:00:00,247.85,0.11,2.08,114.73,4.49,58.71,61.95,0.2,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 11:00:00,272.03,0.09,3.89,103.77,4.17,62.13,66.19,1.84,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 12:00:00,298.45,0.02,5.99,93.85,3.89,64.23,69.06,3.52,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 13:00:00,327.43,0.0,7.59,84.83,3.65,65.66,71.56,5.23,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 14:00:00,359.78,0.0,8.55,75.22,3.28,67.32,74.62,6.61,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 15:00:00,387.32,0.0,8.74,66.83,2.87,68.71,76.91,6.79,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 16:00:00,395.25,0.0,8.1,60.63,2.48,68.38,76.7,6.01,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 17:00:00,398.66,0.0,7.4,56.77,2.17,68.24,76.55,5.51,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 18:00:00,390.51,0.0,6.52,56.43,1.92,67.4,75.12,4.75,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 19:00:00,352.1,0.0,4.74,65.77,2.06,64.93,71.2,3.47,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 20:00:00,342.41,0.0,4.05,63.25,1.73,64.5,70.42,3.16,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 21:00:00,340.21,0.0,3.64,59.05,1.45,64.97,70.77,2.96,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 22:00:00,340.16,0.0,3.32,54.93,1.22,66.04,71.77,2.8,4,Historical
Indore - Rau,22.74,75.83,2025-11-24 23:00:00,341.22,0.0,3.13,50.81,1.02,67.74,73.47,2.76,4,Historical
Indore - Rau,22.74,75.83,2025-11-25 00:00:00,346.39,0.0,3.15,46.36,0.88,69.73,75.57,2.81,4,Historical
Indore - Rau,22.74,75.83,2025-11-25 01:00:00,355.98,0.0,3.64,41.85,0.91,71.82,78.14,2.97,4,Historical
Indore - Rau,22.74,75.83,2025-11-25 02:00:00,377.47,0.01,4.99,38.03,1.2,74.57,81.98,3.47,4,Historical
Indore - Rau,22.74,75.83,2025-11-25 03:00:00,388.67,0.29,5.86,39.34,1.59,77.73,85.74,3.84,5,Historical
Indore - Rau,22.74,75.83,2025-11-25 04:00:00,333.25,0.49,4.24,63.83,3.36,84.14,90.97,1.67,5,Historical
Indore - Rau,22.74,75.83,2025-11-25 05:00:00,324.96,0.6,3.92,73.7,4.48,87.95,94.89,1.08,5,Historical
Indore - Rau,22.74,75.83,2025-11-25 06:00:00,316.41,0.47,3.37,89.59,6.32,93.83,100.8,0.47,5,Historical
Indore - Rau,22.74,75.83,2025-11-25 07:00:00,255.78,0.22,2.23,125.42,10.21,94.03,99.47,0.0,5,Historical
Indore - Rau,22.74,75.83,2025-11-25 08:00:00,227.86,0.13,1.52,131.69,8.61,83.89,88.18,0.0,5,Historical
Indore - Rau,22.74,75.83,2025-11-25 09:00:00,220.77,0.1,1.47,132.2,8.02,78.45,82.3,0.0,5,Historical
Indore - Rau,22.74,75.83,2025-11-25 10:00:00,222.79,0.09,1.85,131.98,7.89,76.86,80.69,0.0,5,Historical
Indore - Rau,22.74,75.83,2025-11-25 11:00:00,228.93,0.08,2.77,129.15,7.91,77.6,81.66,0.0,5,Historical
